Lesnaya, 10; 111.9; 1; 157469; 0; 0
Suzdalskaya, 30; 119.5; 1; 292473; 0; 0
Tverskaya, 27; 120.4; 1; 195642; 1; 2016; 1; 1; 0
Tverskaya, 23; 192.3; 3; 156164; 0; 1
Mira, 30; 49.6; 1; 199120; 0; 0
Saltykova, 19; 159.3; 1; 218719; 1; 2004; 4; 2; 0
Lesnaya, 39; 267.7; 8; 120657; 1; 1991; 2; 6; 0
Baumanskaya, 20; 180.8; 1; 98005; 0; 0
Zhiguley, 9; 68.0; 1; 110217; 0; 0
Tverskaya, 26; 206.7; 2; 176972; 1; 1981; 1; 5; 0
Mira, 1; 251.9; 4; 71682; 1; 1978; 2; 6; 0
Zhiguley, 39; 160.9; 3; 257118; 1; 1974; 4; 3; 1
Druzhby, 1; 19.6; 1; 99412; 0; 0
Zhiguley, 1; 119.9; 1; 89555; 0; 0
Zhiguley, 26; 51.4; 1; 206520; 0; 0
Mira, 11; 52.4; 1; 212165; 0; 0
Mira, 19; 119.4; 1; 253553; 1; 1996; 1; 5; 1
Lomonosova, 40; 24.2; 1; 182472; 0; 1
Romanova, 6; 224.7; 4; 138561; 1; 1958; 2; 4; 0
Stroiteley, 21; 47.1; 1; 189424; 0; 1
Lomonosova, 19; 181.4; 2; 154196; 0; 0
Lesnaya, 20; 150.8; 2; 159772; 0; 1
Lomonosova, 3; 190.1; 2; 176532; 0; 1
Zhiguley, 17; 96.2; 1; 254090; 1; 1974; 2; 3; 1
Baumanskaya, 34; 64.7; 1; 286114; 0; 1
Injenerov, 23; 272.5; 2; 218408; 1; 1994; 4; 3; 0
Mira, 15; 202.9; 2; 152087; 0; 1
Zhiguley, 36; 214.0; 5; 173377; 0; 0
Suzdalskaya, 32; 28.0; 1; 123068; 1; 1945; 3; 2; 1
Lomonosova, 10; 130.8; 4; 143047; 1; 1961; 4; 4; 1
Saltykova, 40; 84.4; 1; 194157; 1; 1972; 1; 5; 1
Tverskaya, 37; 238.1; 5; 235906; 1; 1954; 3; 4; 0
Tverskaya, 34; 113.5; 1; 258886; 0; 1
Baumanskaya, 29; 129.7; 1; 246906; 0; 0
Zhiguley, 28; 19.8; 1; 162272; 0; 0
Saltykova, 25; 258.3; 3; 231297; 0; 0
Baumanskaya, 30; 205.3; 2; 209570; 0; 0
Lomonosova, 11; 68.2; 1; 230717; 1; 2008; 3; 2; 0
Tverskaya, 35; 40.2; 1; 111851; 1; 1986; 3; 5; 0
Tverskaya, 31; 173.9; 2; 248895; 1; 1947; 3; 5; 0
Flotskaya, 11; 164.3; 2; 124709; 0; 1
Zhiguley, 2; 278.1; 3; 86623; 0; 0
Saltykova, 30; 69.6; 1; 259603; 1; 1980; 4; 2; 1
Lomonosova, 6; 43.7; 1; 77698; 1; 1971; 3; 3; 0
Tverskaya, 38; 94.5; 1; 178585; 0; 1
Romanova, 13; 47.0; 1; 132623; 1; 2018; 4; 5; 1
Stroiteley, 20; 74.3; 1; 230244; 1; 1997; 3; 4; 1
Lesnaya, 22; 49.8; 1; 288795; 1; 1956; 4; 3; 0
Zhiguley, 34; 203.9; 2; 237579; 0; 1
Zhiguley, 3; 94.1; 1; 189016; 1; 1966; 3; 6; 0
Tverskaya, 22; 115.1; 1; 254805; 0; 0
Lomonosova, 34; 52.6; 1; 232669; 1; 1994; 3; 6; 0
Druzhby, 6; 255.1; 8; 208668; 0; 1
Suzdalskaya, 38; 115.9; 1; 222522; 1; 1987; 2; 2; 1
Zhiguley, 20; 53.8; 1; 140270; 0; 0
Romanova, 18; 210.6; 3; 270155; 1; 1967; 2; 5; 0
Baumanskaya, 2; 254.4; 3; 152075; 1; 2014; 3; 1; 0
Romanova, 39; 257.8; 3; 281752; 1; 1985; 3; 1; 1
Baumanskaya, 16; 204.4; 3; 299304; 0; 1
Druzhby, 4; 71.1; 1; 193526; 0; 1
Flotskaya, 16; 111.2; 1; 109481; 1; 1979; 2; 6; 0
