Flotskaya, 34; 239.9; 2; 274470; 1; 2004; 2; 4; 1
Suzdalskaya, 21; 196.5; 2; 100305; 1; 2011; 2; 2; 1
Stroiteley, 36; 221.3; 3; 102246; 1; 2014; 4; 2; 0
Injenerov, 27; 31.5; 1; 295166; 0; 1
Baumanskaya, 7; 23.6; 1; 134385; 1; 2018; 4; 1; 1
Injenerov, 26; 51.2; 1; 271328; 0; 0
Saltykova, 19; 156.1; 1; 226265; 0; 0
Suzdalskaya, 39; 27.4; 1; 158433; 1; 1956; 1; 5; 0
Druzhby, 24; 73.3; 1; 141437; 0; 1
Lesnaya, 1; 132.1; 1; 187558; 0; 1
Belaya, 16; 167.8; 1; 201951; 0; 1
Baumanskaya, 16; 266.0; 3; 253619; 1; 1953; 2; 3; 1
Mira, 30; 36.2; 1; 222819; 1; 1977; 4; 2; 1
Flotskaya, 16; 184.9; 2; 188468; 0; 0
Lesnaya, 4; 270.8; 4; 257555; 0; 0
Baumanskaya, 11; 21.2; 1; 192879; 1; 2005; 1; 4; 0
Suzdalskaya, 37; 18.6; 1; 85659; 1; 1954; 4; 2; 1
Injenerov, 38; 37.0; 1; 233263; 1; 1978; 2; 3; 1
Injenerov, 31; 145.4; 1; 233567; 0; 1
Lesnaya, 21; 213.4; 3; 219504; 1; 1940; 4; 2; 1
Zhiguley, 14; 266.6; 3; 139349; 0; 1
Tverskaya, 25; 208.8; 2; 108119; 0; 0
Suzdalskaya, 15; 146.0; 3; 269341; 0; 1
Baumanskaya, 13; 212.9; 6; 179942; 1; 1989; 1; 4; 1
Lesnaya, 14; 267.0; 5; 110250; 0; 0
Lesnaya, 37; 189.3; 2; 274726; 0; 1
Baumanskaya, 9; 266.7; 3; 147838; 1; 1941; 2; 5; 1
Zhiguley, 8; 251.8; 3; 187703; 0; 1
Belaya, 9; 167.7; 2; 259301; 1; 1964; 2; 2; 0
Injenerov, 38; 127.8; 2; 177653; 1; 1958; 2; 5; 0
Mira, 9; 272.7; 5; 285665; 0; 1
Lesnaya, 25; 186.3; 4; 73672; 0; 0
Injenerov, 37; 241.8; 2; 270552; 1; 1943; 3; 6; 1
Belaya, 3; 177.6; 2; 232395; 0; 0
Tverskaya, 32; 142.2; 2; 293034; 0; 0
Belaya, 10; 165.9; 2; 98853; 0; 1
Saltykova, 5; 278.6; 4; 232108; 0; 1
Suzdalskaya, 17; 20.4; 1; 89399; 0; 0
Belaya, 38; 275.9; 3; 272925; 0; 1
Stroiteley, 12; 232.1; 4; 157163; 0; 1
Mira, 34; 165.5; 1; 189932; 0; 1
Stroiteley, 20; 178.0; 2; 274446; 0; 1
Zhiguley, 38; 114.0; 1; 177114; 0; 1
Lomonosova, 5; 208.0; 3; 109739; 1; 1941; 3; 3; 0
Injenerov, 39; 39.3; 1; 96910; 1; 2003; 3; 6; 1
Lomonosova, 16; 53.8; 1; 106926; 1; 1984; 2; 3; 1
Saltykova, 11; 62.8; 1; 182789; 0; 1
Zhiguley, 35; 43.5; 1; 292582; 1; 1967; 1; 3; 1
Saltykova, 3; 71.2; 1; 180465; 0; 1
Zhiguley, 40; 169.1; 3; 91308; 0; 1
Suzdalskaya, 27; 193.5; 2; 249310; 1; 1971; 1; 6; 0
Druzhby, 33; 200.2; 2; 110610; 1; 2014; 4; 6; 1
Tverskaya, 26; 151.9; 1; 128291; 0; 0
Baumanskaya, 4; 208.3; 3; 299518; 1; 1991; 3; 2; 1
Suzdalskaya, 1; 243.4; 4; 141990; 1; 1980; 2; 6; 1
Saltykova, 30; 15.2; 1; 112807; 0; 0
Mira, 6; 275.2; 6; 162073; 0; 0
Suzdalskaya, 26; 143.4; 1; 203517; 0; 1
Zhiguley, 8; 26.7; 1; 251794; 1; 1963; 4; 5; 0
Mira, 39; 182.3; 1; 179163; 0; 0
Tverskaya, 26; 115.1; 2; 196611; 0; 0
Baumanskaya, 29; 119.1; 2; 147703; 0; 0
Lesnaya, 31; 178.3; 2; 236165; 0; 1
Suzdalskaya, 36; 227.9; 3; 204125; 1; 1945; 4; 5; 1
Romanova, 26; 79.0; 1; 221777; 1; 1950; 4; 3; 0
Injenerov, 8; 120.3; 1; 232296; 1; 2003; 3; 5; 1
Belaya, 10; 278.4; 2; 221316; 0; 0
Stroiteley, 22; 102.5; 2; 265573; 0; 1
Stroiteley, 30; 77.5; 1; 140534; 1; 2008; 2; 5; 0
Baumanskaya, 32; 147.2; 2; 72074; 0; 0
Tverskaya, 35; 163.5; 1; 198728; 1; 2014; 1; 4; 1
Belaya, 17; 95.4; 1; 217626; 1; 1988; 2; 6; 0
Suzdalskaya, 16; 123.2; 3; 109634; 0; 1
Romanova, 6; 60.9; 1; 164894; 1; 1952; 4; 1; 1
Injenerov, 9; 38.3; 1; 188335; 1; 1982; 3; 5; 0
Druzhby, 5; 106.0; 1; 83071; 1; 1964; 1; 6; 1
Injenerov, 8; 196.0; 4; 258975; 0; 1
Zhiguley, 15; 60.4; 1; 131274; 0; 1
Baumanskaya, 39; 128.7; 1; 88637; 1; 1944; 2; 6; 0
Stroiteley, 29; 79.6; 1; 211541; 0; 0
Baumanskaya, 6; 165.4; 1; 212889; 1; 1948; 1; 2; 0
Mira, 11; 165.5; 4; 89261; 1; 2002; 2; 5; 0
Lesnaya, 22; 251.8; 4; 215221; 1; 2015; 3; 5; 0
Zhiguley, 32; 226.3; 3; 259607; 0; 1
Tverskaya, 23; 175.9; 5; 299328; 0; 0
Injenerov, 18; 108.0; 1; 138821; 1; 2009; 3; 1; 1
Saltykova, 10; 214.0; 2; 181120; 1; 2015; 2; 3; 1
Zhiguley, 14; 143.2; 1; 197266; 1; 1990; 4; 5; 1
Baumanskaya, 12; 123.0; 1; 81402; 1; 1954; 2; 4; 1
Lomonosova, 20; 157.0; 5; 75717; 0; 1
Suzdalskaya, 22; 255.9; 4; 281312; 0; 1
Zhiguley, 40; 108.4; 1; 218559; 0; 1
Druzhby, 36; 143.4; 2; 177360; 0; 1
Tverskaya, 40; 209.2; 3; 159460; 1; 2011; 1; 4; 0
Baumanskaya, 25; 242.8; 2; 188455; 1; 2005; 1; 4; 1
Mira, 23; 72.4; 1; 173591; 0; 0
Lesnaya, 16; 149.5; 1; 162995; 0; 0
Lesnaya, 38; 127.3; 1; 123354; 1; 2008; 2; 1; 0
Stroiteley, 15; 250.3; 3; 159867; 0; 1
Stroiteley, 15; 98.2; 1; 144732; 1; 2000; 4; 2; 0
Baumanskaya, 36; 215.8; 3; 167973; 1; 1994; 3; 2; 1
Belaya, 34; 130.8; 1; 238935; 1; 1982; 4; 5; 1
Saltykova, 8; 230.0; 6; 170813; 1; 1948; 2; 6; 0
Injenerov, 33; 146.4; 1; 144837; 0; 1
Romanova, 29; 138.5; 1; 101609; 1; 2001; 4; 3; 1
Lesnaya, 36; 180.3; 2; 237944; 0; 1
Mira, 25; 72.2; 1; 109277; 1; 2004; 2; 2; 0
Mira, 38; 144.5; 2; 70148; 1; 1942; 3; 1; 1
Zhiguley, 30; 94.2; 1; 115063; 0; 1
Mira, 12; 58.1; 1; 278035; 1; 2006; 1; 3; 1
Belaya, 13; 96.9; 1; 155682; 1; 1949; 1; 3; 0
Suzdalskaya, 38; 150.0; 3; 207540; 0; 1
Tverskaya, 16; 248.2; 7; 171562; 0; 1
Lomonosova, 24; 151.8; 1; 159846; 0; 1
Suzdalskaya, 26; 41.8; 1; 273339; 1; 1944; 4; 6; 0
Mira, 32; 85.9; 1; 111817; 1; 2012; 2; 2; 1
Flotskaya, 28; 245.5; 3; 253005; 1; 1998; 4; 4; 1
Druzhby, 16; 207.0; 2; 274555; 0; 0
Lomonosova, 38; 202.7; 5; 235278; 0; 0
Suzdalskaya, 15; 45.4; 1; 205899; 0; 1
Tverskaya, 33; 225.8; 6; 107957; 1; 1997; 1; 6; 1
Mira, 24; 162.4; 3; 291659; 0; 0
Saltykova, 31; 189.6; 2; 238779; 0; 0
Saltykova, 26; 82.4; 1; 235895; 0; 0
Tverskaya, 36; 114.5; 1; 193800; 0; 0
Flotskaya, 37; 71.5; 1; 128578; 0; 0
Tverskaya, 23; 171.2; 1; 283501; 0; 1
Belaya, 17; 231.3; 2; 155646; 1; 1980; 2; 6; 0
Tverskaya, 5; 16.6; 1; 185737; 0; 0
Zhiguley, 11; 123.1; 1; 80332; 0; 1
Suzdalskaya, 25; 19.5; 1; 186210; 1; 1995; 4; 2; 0
Lesnaya, 34; 169.3; 4; 157415; 1; 1952; 2; 5; 0
Suzdalskaya, 30; 273.6; 3; 79594; 1; 1989; 4; 6; 1
Flotskaya, 24; 126.2; 2; 282117; 0; 1
Stroiteley, 18; 261.0; 5; 286796; 0; 1
Zhiguley, 20; 233.2; 2; 104290; 0; 0
Lesnaya, 10; 170.5; 3; 177930; 1; 1957; 3; 3; 0
Saltykova, 22; 153.2; 1; 84793; 1; 1987; 4; 1; 1
Lesnaya, 26; 258.0; 2; 170967; 0; 1
Druzhby, 13; 212.5; 4; 97976; 1; 2016; 4; 6; 0
Lesnaya, 39; 218.0; 2; 87574; 0; 1
Romanova, 12; 254.8; 3; 277767; 0; 0
Tverskaya, 36; 33.7; 1; 280415; 0; 0
Mira, 15; 160.8; 1; 237689; 1; 2020; 1; 4; 0
Tverskaya, 21; 278.9; 7; 216311; 1; 1987; 3; 3; 0
Druzhby, 33; 222.6; 3; 182319; 0; 0
Lomonosova, 1; 64.9; 1; 80333; 0; 0
Belaya, 21; 233.0; 2; 248950; 0; 1
Tverskaya, 28; 217.6; 3; 156240; 0; 1
Tverskaya, 39; 105.9; 1; 245238; 1; 1967; 1; 2; 0
Saltykova, 20; 153.3; 5; 142956; 0; 1
Tverskaya, 39; 194.8; 2; 151478; 0; 1
Tverskaya, 28; 22.8; 1; 84725; 1; 2020; 4; 2; 0
Lomonosova, 23; 20.2; 1; 211845; 0; 0
Druzhby, 4; 168.5; 4; 76334; 0; 0
Romanova, 18; 183.2; 5; 156062; 1; 1985; 2; 2; 1
Baumanskaya, 25; 163.9; 1; 106759; 1; 1962; 4; 5; 1
Stroiteley, 21; 92.7; 1; 91922; 0; 1
Suzdalskaya, 32; 228.6; 2; 195069; 1; 1985; 3; 4; 0
Suzdalskaya, 32; 221.4; 4; 245241; 0; 0
Flotskaya, 27; 201.4; 2; 178699; 1; 1960; 2; 3; 0
Saltykova, 4; 65.8; 1; 297197; 1; 1942; 3; 5; 1
Romanova, 6; 165.8; 2; 188893; 1; 1950; 2; 4; 0
Suzdalskaya, 21; 82.8; 2; 201245; 0; 1
Druzhby, 30; 276.4; 3; 98929; 0; 1
Tverskaya, 39; 264.5; 2; 191545; 0; 1
Mira, 36; 20.7; 1; 255781; 0; 0
Lomonosova, 14; 215.7; 2; 243107; 0; 0
Druzhby, 9; 238.4; 2; 160402; 1; 1940; 1; 2; 0
Stroiteley, 9; 141.5; 2; 282740; 1; 1989; 3; 2; 1
Injenerov, 3; 274.9; 4; 196906; 0; 1
Mira, 20; 203.8; 4; 136088; 1; 1984; 4; 3; 0
Stroiteley, 25; 214.5; 2; 280269; 1; 1978; 1; 1; 0
Zhiguley, 3; 28.6; 1; 109909; 1; 1960; 1; 4; 1
Baumanskaya, 27; 94.0; 2; 215289; 0; 0
Zhiguley, 6; 158.6; 1; 170989; 1; 1983; 1; 5; 0
Romanova, 33; 223.6; 2; 211491; 0; 0
Stroiteley, 13; 256.0; 3; 144737; 1; 2001; 3; 4; 1
