Stroiteley, 37; 39.4; 1; 118474; 1; 1973; 1; 6; 0
Druzhby, 2; 106.3; 2; 77456; 1; 1954; 1; 6; 1
Flotskaya, 38; 197.7; 2; 216447; 1; 2006; 4; 5; 0
Belaya, 31; 74.7; 1; 141922; 0; 0
Lomonosova, 16; 260.1; 2; 175606; 1; 1950; 3; 3; 1
Lesnaya, 10; 118.3; 1; 122498; 1; 2014; 3; 5; 1
Romanova, 9; 104.4; 2; 266420; 0; 1
Injenerov, 20; 247.4; 7; 295804; 1; 2002; 3; 2; 0
Suzdalskaya, 28; 265.4; 2; 220057; 0; 1
Mira, 15; 42.4; 1; 238135; 0; 1
Belaya, 38; 198.8; 3; 183554; 1; 1982; 3; 3; 0
Romanova, 10; 267.4; 4; 204405; 1; 1949; 4; 2; 1
Suzdalskaya, 9; 90.1; 1; 264078; 0; 1
Injenerov, 3; 70.9; 1; 94917; 1; 1998; 1; 1; 1
Belaya, 23; 71.8; 1; 261331; 1; 1973; 2; 2; 1
Flotskaya, 2; 157.1; 2; 251347; 1; 1986; 2; 4; 0
Lesnaya, 10; 128.2; 1; 214452; 0; 0
Belaya, 25; 239.4; 3; 91774; 0; 1
Druzhby, 32; 172.1; 1; 124338; 1; 2003; 2; 2; 0
Zhiguley, 4; 198.6; 2; 243272; 1; 1981; 4; 4; 1
Zhiguley, 20; 33.4; 1; 150722; 0; 1
Druzhby, 8; 49.7; 1; 247789; 0; 1
Lesnaya, 30; 26.8; 1; 228309; 1; 1979; 1; 2; 0
Baumanskaya, 28; 129.6; 2; 270520; 0; 0
Lomonosova, 34; 168.9; 3; 116364; 1; 2011; 2; 5; 0
Romanova, 25; 265.9; 5; 217094; 1; 1951; 2; 4; 0
Zhiguley, 1; 160.7; 2; 274434; 1; 1951; 2; 4; 1
Mira, 12; 179.5; 1; 164323; 1; 2009; 2; 3; 0
Stroiteley, 10; 239.9; 3; 104520; 0; 1
Suzdalskaya, 14; 37.6; 1; 188252; 0; 1
Mira, 6; 129.5; 3; 281235; 0; 1
Mira, 33; 127.6; 2; 133967; 1; 1948; 2; 4; 1
Saltykova, 18; 131.1; 3; 212967; 1; 1942; 2; 6; 0
Mira, 5; 160.5; 1; 267675; 0; 1
Lesnaya, 19; 189.2; 2; 133111; 1; 2000; 1; 2; 1
Belaya, 24; 157.6; 1; 297575; 0; 0
Romanova, 21; 231.4; 2; 140915; 0; 0
Mira, 14; 157.2; 2; 144125; 0; 1
Injenerov, 23; 251.1; 3; 201607; 1; 1955; 2; 2; 1
Lomonosova, 2; 19.2; 1; 150859; 0; 1
Lesnaya, 32; 213.8; 4; 283989; 0; 1
Druzhby, 10; 90.8; 1; 159584; 1; 1954; 4; 2; 0
Tverskaya, 36; 172.4; 1; 174008; 1; 1963; 4; 4; 1
Injenerov, 32; 50.6; 1; 134791; 1; 1999; 1; 3; 0
Suzdalskaya, 17; 187.3; 2; 188495; 1; 1993; 4; 2; 1
Tverskaya, 34; 20.9; 1; 169164; 0; 0
Stroiteley, 22; 163.0; 1; 106109; 1; 1965; 4; 2; 1
Saltykova, 25; 225.4; 2; 142441; 0; 1
Saltykova, 15; 17.9; 1; 276620; 0; 0
Belaya, 27; 179.0; 2; 134553; 1; 1985; 2; 2; 1
