Stroiteley, 40; 94.4; 1; 163407; 1; 1962; 4; 1; 0
Lomonosova, 26; 193.5; 6; 258845; 1; 1957; 1; 4; 0
Flotskaya, 9; 117.7; 1; 155546; 0; 1
Injenerov, 40; 49.3; 1; 142197; 1; 2007; 1; 4; 1
Stroiteley, 36; 130.2; 2; 235269; 0; 0
Stroiteley, 1; 120.0; 1; 162975; 1; 1942; 4; 5; 1
Injenerov, 8; 82.8; 1; 232222; 0; 0
Romanova, 27; 272.2; 8; 111890; 1; 1944; 3; 5; 0
Romanova, 19; 205.0; 2; 227819; 1; 1961; 2; 6; 1
Baumanskaya, 26; 97.1; 2; 87523; 0; 1
Baumanskaya, 40; 213.0; 2; 295413; 0; 1
Lesnaya, 38; 95.7; 1; 211590; 1; 2003; 2; 4; 0
Tverskaya, 35; 201.6; 3; 230081; 0; 0
Mira, 13; 148.2; 2; 235163; 1; 1994; 3; 5; 0
Belaya, 32; 35.5; 1; 265297; 1; 1987; 3; 2; 0
Belaya, 39; 49.1; 1; 110676; 0; 1
Lomonosova, 23; 181.2; 2; 164582; 1; 1956; 4; 1; 0
Stroiteley, 29; 272.1; 4; 197829; 0; 1
Stroiteley, 24; 16.7; 1; 236325; 1; 1982; 4; 5; 0
Stroiteley, 30; 202.6; 2; 211751; 1; 1983; 4; 1; 1
Druzhby, 34; 113.3; 3; 296645; 0; 1
Druzhby, 1; 211.1; 2; 213654; 0; 1
Saltykova, 29; 85.8; 1; 101544; 1; 2001; 3; 2; 0
Druzhby, 31; 242.7; 2; 290535; 1; 1941; 4; 3; 0
Stroiteley, 31; 27.5; 1; 208974; 1; 2006; 4; 1; 0
Stroiteley, 14; 197.7; 2; 226520; 1; 1985; 4; 2; 0
Stroiteley, 40; 192.4; 3; 269123; 1; 1992; 4; 2; 1
Zhiguley, 5; 84.1; 1; 223786; 1; 1947; 1; 5; 1
Belaya, 16; 191.1; 2; 157300; 0; 0
Romanova, 39; 229.0; 3; 112799; 1; 1964; 1; 5; 1
Saltykova, 37; 200.6; 6; 126546; 1; 1961; 3; 2; 1
Flotskaya, 19; 99.3; 1; 273624; 1; 1954; 2; 2; 1
Mira, 17; 21.3; 1; 231319; 0; 0
Tverskaya, 26; 26.4; 1; 131026; 1; 1981; 2; 3; 1
Tverskaya, 36; 193.1; 4; 87640; 1; 1977; 2; 6; 0
Romanova, 3; 123.5; 2; 151761; 0; 1
Tverskaya, 23; 80.5; 1; 121142; 1; 1945; 2; 6; 1
Tverskaya, 18; 139.0; 1; 226486; 0; 0
Baumanskaya, 22; 237.5; 2; 250706; 1; 1970; 1; 6; 1
Zhiguley, 33; 149.3; 4; 157549; 1; 2007; 2; 6; 0
Injenerov, 22; 185.8; 1; 202966; 0; 0
Druzhby, 24; 270.9; 7; 240810; 1; 1979; 4; 5; 1
Mira, 6; 68.5; 1; 280852; 0; 0
Baumanskaya, 20; 92.5; 1; 71728; 1; 1981; 2; 6; 0
Stroiteley, 10; 104.1; 1; 162614; 0; 0
Druzhby, 3; 101.8; 2; 140189; 0; 1
Injenerov, 18; 107.1; 1; 299544; 1; 2014; 3; 4; 0
