Lesnaya, 8; 104.3; 2; 295966; 0; 0
Tverskaya, 32; 167.4; 3; 200981; 0; 0
Lomonosova, 37; 42.6; 1; 209131; 0; 1
Mira, 31; 182.7; 2; 191992; 0; 0
Belaya, 23; 77.5; 1; 159836; 1; 1969; 3; 5; 1
Baumanskaya, 35; 171.2; 3; 212211; 0; 1
Suzdalskaya, 7; 21.9; 1; 154939; 0; 0
Zhiguley, 21; 16.8; 1; 102692; 0; 0
Suzdalskaya, 9; 97.3; 3; 126764; 1; 1992; 3; 1; 0
Belaya, 29; 43.8; 1; 122556; 1; 2013; 4; 1; 1
Belaya, 8; 142.0; 1; 198468; 0; 0
Injenerov, 14; 186.1; 2; 183295; 0; 0
Mira, 30; 137.4; 4; 129805; 1; 1984; 3; 3; 1
Tverskaya, 35; 263.8; 4; 246478; 0; 1
Injenerov, 17; 73.7; 1; 161071; 1; 1947; 3; 4; 0
Saltykova, 16; 63.2; 1; 77464; 1; 1976; 4; 3; 1
Baumanskaya, 33; 34.5; 1; 258743; 0; 1
Romanova, 28; 193.3; 2; 89447; 0; 1
Lomonosova, 27; 56.0; 1; 105359; 0; 1
Flotskaya, 32; 21.5; 1; 100474; 0; 0
Romanova, 29; 244.9; 2; 185225; 1; 2001; 3; 1; 1
Zhiguley, 9; 155.9; 2; 216307; 0; 0
Lesnaya, 24; 85.1; 1; 241608; 0; 0
Druzhby, 20; 92.1; 1; 159074; 1; 2013; 1; 5; 1
Stroiteley, 25; 250.0; 4; 124098; 0; 0
Suzdalskaya, 16; 265.0; 4; 232899; 0; 0
Lesnaya, 9; 27.3; 1; 235925; 1; 1998; 4; 1; 1
Romanova, 35; 39.8; 1; 202148; 1; 1948; 3; 4; 1
Saltykova, 11; 135.2; 1; 247278; 1; 1944; 4; 1; 0
Mira, 13; 143.3; 4; 86999; 1; 1944; 3; 5; 1
Zhiguley, 3; 50.8; 1; 76648; 0; 0
Belaya, 9; 65.4; 1; 271578; 1; 1951; 3; 6; 1
Suzdalskaya, 36; 194.9; 3; 279359; 0; 1
Baumanskaya, 24; 61.9; 1; 230023; 1; 2017; 1; 1; 0
Lesnaya, 12; 230.5; 2; 175214; 0; 0
Stroiteley, 31; 58.0; 1; 110194; 0; 1
Flotskaya, 38; 38.4; 1; 286910; 1; 1987; 2; 4; 1
Druzhby, 19; 49.3; 1; 106286; 0; 1
Tverskaya, 12; 253.2; 4; 259615; 0; 1
Injenerov, 24; 250.8; 3; 160317; 1; 1980; 3; 4; 1
Zhiguley, 8; 226.1; 3; 247252; 1; 1977; 2; 1; 0
Stroiteley, 8; 157.5; 1; 275298; 0; 1
Lesnaya, 18; 215.8; 2; 193792; 1; 1970; 1; 4; 0
Saltykova, 2; 211.8; 2; 132504; 1; 1992; 2; 3; 0
Suzdalskaya, 2; 178.0; 2; 85087; 0; 0
Druzhby, 2; 125.6; 3; 158801; 0; 0
Druzhby, 6; 264.3; 8; 290911; 0; 1
Lomonosova, 36; 87.3; 1; 211215; 1; 1962; 4; 5; 1
Suzdalskaya, 33; 207.1; 2; 146664; 0; 0
Baumanskaya, 5; 251.4; 5; 247398; 1; 1983; 3; 6; 1
Saltykova, 11; 38.9; 1; 248322; 1; 1970; 3; 3; 1
Lomonosova, 10; 87.6; 1; 267245; 1; 1971; 3; 5; 0
Lomonosova, 8; 118.0; 1; 107422; 0; 1
Stroiteley, 34; 181.8; 2; 261610; 1; 1953; 2; 2; 1
Belaya, 39; 223.8; 4; 184918; 1; 1975; 1; 1; 1
Lesnaya, 19; 253.8; 4; 108702; 1; 1950; 4; 4; 0
Lesnaya, 24; 228.2; 2; 168381; 1; 2015; 2; 6; 0
Romanova, 30; 272.1; 4; 93737; 1; 1973; 4; 3; 1
Saltykova, 17; 60.4; 1; 72418; 0; 1
