Tverskaya, 16; 200.8; 811; 251954; 0; 0
Romanova, 30; 177.4; 25; 154090; 1; 1983; 4; 4; 0
Flotskaya, 14; 119.6; 28; 207493; 0; 1
Flotskaya, 25; 71.1; 625; 87567; 1; 1955; 1; 4; 0
Suzdalskaya, 24; 272.0; 250; 206508; 0; 0
Stroiteley, 14; 194.2; 89; 183534; 0; 0
Tverskaya, 30; 168.6; 631; 289953; 0; 1
Saltykova, 40; 254.1; 130; 235800; 1; 1945; 3; 2; 0
Saltykova, 10; 77.5; 126; 250356; 0; 1
Tverskaya, 12; 194.9; 286; 256410; 1; 1941; 4; 2; 0
Tverskaya, 18; 49.9; 938; 131545; 0; 1
Lomonosova, 6; 246.1; 716; 151047; 0; 1
Belaya, 28; 141.9; 141; 176873; 0; 0
Baumanskaya, 19; 71.7; 744; 288027; 1; 1972; 4; 5; 0
Flotskaya, 20; 97.9; 37; 101540; 1; 2016; 4; 5; 1
Flotskaya, 3; 183.2; 673; 264298; 0; 0
Romanova, 6; 217.1; 788; 116060; 0; 1
Romanova, 40; 66.9; 949; 84146; 1; 1986; 2; 3; 0
Belaya, 13; 226.9; 339; 294963; 0; 1
Lesnaya, 8; 117.8; 426; 144063; 1; 1989; 4; 2; 0
Belaya, 34; 156.1; 886; 229804; 1; 1943; 4; 1; 1
Baumanskaya, 16; 129.3; 306; 222140; 0; 1
Baumanskaya, 11; 238.9; 294; 230321; 0; 1
Zhiguley, 29; 174.7; 183; 286244; 1; 1943; 2; 2; 1
Stroiteley, 20; 185.8; 401; 107767; 1; 1948; 3; 6; 0
Baumanskaya, 35; 40.6; 962; 220839; 1; 1940; 4; 2; 0
Belaya, 29; 46.5; 184; 141640; 0; 0
Romanova, 10; 74.1; 178; 229819; 0; 0
Baumanskaya, 40; 272.7; 589; 74605; 0; 0
Romanova, 37; 123.0; 905; 114836; 0; 1
Belaya, 19; 82.0; 352; 100468; 0; 1
Injenerov, 6; 161.2; 618; 270803; 1; 1995; 4; 6; 0
Zhiguley, 10; 32.0; 640; 233202; 0; 0
Mira, 28; 171.7; 367; 249399; 0; 1
Saltykova, 11; 115.6; 337; 196994; 1; 1949; 2; 2; 0
Zhiguley, 2; 116.6; 228; 298504; 1; 1971; 1; 1; 0
Zhiguley, 32; 220.0; 328; 110169; 0; 0
Belaya, 28; 203.6; 743; 86203; 0; 1
Injenerov, 23; 240.9; 687; 170226; 1; 2000; 4; 6; 1
Mira, 33; 23.8; 454; 235504; 1; 1987; 2; 6; 0
