Stroiteley, 12; 212.0; 2; 294097; 0; 1
Belaya, 6; 170.0; 2; 95344; 0; 0
Suzdalskaya, 3; 99.7; 2; 169569; 0; 1
Mira, 24; 121.4; 1; 169879; 0; 1
Zhiguley, 20; 218.8; 4; 296293; 0; 1
Druzhby, 40; 56.1; 1; 189800; 1; 1949; 4; 3; 0
Saltykova, 14; 224.6; 6; 115904; 1; 1961; 1; 3; 0
Tverskaya, 2; 99.9; 1; 166179; 0; 0
Stroiteley, 24; 162.7; 2; 80074; 1; 2019; 4; 2; 0
Lomonosova, 31; 43.9; 1; 185999; 0; 1
Baumanskaya, 6; 42.9; 1; 173393; 1; 1944; 2; 1; 1
Lesnaya, 16; 239.8; 6; 179530; 0; 0
Suzdalskaya, 20; 186.1; 3; 114767; 0; 1
Flotskaya, 25; 65.9; 1; 135519; 0; 0
Baumanskaya, 26; 94.8; 1; 78930; 1; 1946; 4; 1; 1
Saltykova, 30; 217.2; 3; 256802; 1; 1979; 3; 1; 0
Druzhby, 4; 196.3; 3; 172765; 1; 1998; 1; 2; 1
Belaya, 3; 106.1; 1; 293284; 1; 1965; 1; 4; 0
Zhiguley, 33; 227.8; 2; 187145; 0; 1
Tverskaya, 11; 21.2; 1; 103863; 1; 1958; 3; 1; 1
Belaya, 38; 39.4; 1; 75047; 0; 0
Belaya, 28; 63.5; 1; 262855; 0; 1
Lesnaya, 39; 115.2; 2; 136503; 1; 2020; 3; 6; 1
Injenerov, 34; 89.7; 1; 132736; 1; 2019; 2; 3; 1
Baumanskaya, 35; 183.9; 4; 154903; 0; 1
Injenerov, 10; 42.8; 1; 170049; 0; 1
Druzhby, 18; 256.8; 3; 139277; 0; 0
Mira, 25; 123.9; 1; 81409; 1; 1987; 4; 1; 1
Injenerov, 27; 95.0; 1; 113816; 1; 1980; 4; 5; 1
Lesnaya, 15; 129.2; 2; 263154; 0; 1
Saltykova, 3; 69.6; 2; 210277; 1; 1989; 2; 1; 1
Mira, 35; 219.2; 7; 201688; 0; 1
Belaya, 5; 222.6; 5; 165375; 1; 1979; 2; 3; 1
Tverskaya, 32; 207.8; 2; 147297; 0; 1
Stroiteley, 14; 92.2; 1; 288429; 0; 0
Romanova, 33; 98.8; 1; 89885; 1; 1959; 1; 6; 0
Mira, 25; 55.5; 1; 102838; 0; 1
Stroiteley, 2; 171.4; 1; 296563; 1; 1959; 3; 1; 1
Stroiteley, 21; 48.6; 1; 239823; 1; 1987; 3; 4; 1
Lesnaya, 36; 134.7; 3; 289684; 0; 0
Lesnaya, 14; 225.3; 4; 190069; 1; 1968; 2; 4; 1
Tverskaya, 17; 193.3; 4; 143920; 0; 1
Romanova, 13; 85.1; 1; 225591; 1; 1987; 3; 3; 0
Flotskaya, 28; 49.7; 1; 73773; 0; 1
Belaya, 38; 232.8; 6; 246399; 0; 0
Lomonosova, 21; 41.8; 1; 253883; 0; 1
Injenerov, 1; 182.7; 2; 293276; 1; 1960; 3; 3; 1
Lesnaya, 22; 97.4; 2; 78282; 1; 1984; 2; 5; 1
Mira, 3; 175.6; 2; 288961; 1; 2011; 4; 4; 1
Mira, 27; 110.5; 1; 107799; 0; 1
Belaya, 19; 264.3; 2; 142012; 1; 2017; 1; 4; 1
Tverskaya, 37; 26.9; 1; 160122; 0; 1
Baumanskaya, 1; 190.0; 2; 226315; 1; 1949; 2; 1; 1
Flotskaya, 20; 179.8; 2; 237308; 1; 1940; 2; 1; 0
Lesnaya, 12; 256.7; 2; 115049; 1; 1944; 2; 5; 0
Romanova, 24; 61.3; 1; 239272; 0; 0
