Stroiteley, 29; 140.1; 2; 80837; 1; 2012; 1; 5; 1
Stroiteley, 27; 215.8; 5; 165323; 1; 1961; 3; 1; 0
Saltykova, 4; 45.2; 1; 139425; 0; 1
Lesnaya, 35; 38.7; 1; 143049; 0; 1
Stroiteley, 30; 191.7; 2; 97029; 1; 1952; 4; 3; 1
Suzdalskaya, 24; 250.3; 5; 256290; 0; 1
Baumanskaya, 4; 191.9; 2; 136419; 0; 0
Druzhby, 20; 71.5; 2; 96825; 1; 1987; 3; 2; 1
Zhiguley, 11; 100.7; 1; 199751; 0; 0
Stroiteley, 40; 224.3; 5; 238391; 0; 1
Zhiguley, 5; 264.9; 4; 169831; 0; 1
Tverskaya, 19; 100.0; 1; 135407; 0; 0
Injenerov, 34; 30.8; 1; 129822; 0; 1
Lesnaya, 18; 262.1; 2; 255891; 0; 1
Zhiguley, 13; 152.1; 2; 229235; 0; 1
Romanova, 20; 244.3; 2; 279231; 1; 1967; 4; 6; 0
Stroiteley, 2; 52.4; 1; 70541; 0; 1
Stroiteley, 15; 264.3; 7; 264795; 1; 1970; 1; 4; 1
Saltykova, 38; 149.0; 1; 239337; 1; 1976; 2; 1; 1
Druzhby, 25; 92.8; 2; 123790; 1; 1981; 1; 1; 1
Baumanskaya, 18; 272.0; 8; 123961; 1; 1967; 1; 3; 0
Mira, 10; 107.9; 1; 88108; 1; 1968; 3; 5; 1
Baumanskaya, 14; 200.8; 2; 288136; 0; 1
Injenerov, 27; 230.4; 7; 228367; 1; 1967; 4; 4; 0
Lesnaya, 16; 44.9; 1; 141237; 0; 1
Flotskaya, 21; 97.5; 1; 214981; 0; 0
Stroiteley, 23; 107.1; 1; 149029; 1; 1990; 3; 4; 1
Druzhby, 1; 103.3; 1; 240988; 1; 2003; 2; 6; 1
Lomonosova, 35; 28.8; 1; 206116; 0; 1
Tverskaya, 29; 32.1; 1; 125182; 0; 0
Saltykova, 16; 255.6; 4; 168565; 1; 1996; 4; 1; 0
Stroiteley, 16; 134.1; 3; 109677; 0; 0
Injenerov, 9; 238.2; 3; 217617; 1; 1950; 2; 3; 1
Zhiguley, 12; 99.7; 2; 128697; 0; 1
Romanova, 19; 198.6; 5; 296135; 0; 0
Zhiguley, 34; 217.3; 6; 193508; 0; 0
Suzdalskaya, 13; 124.1; 2; 136097; 1; 1962; 3; 6; 0
Mira, 31; 89.1; 1; 209257; 1; 1988; 1; 2; 1
Stroiteley, 5; 180.1; 4; 155513; 1; 1991; 1; 4; 0
Zhiguley, 11; 239.2; 3; 240156; 1; 1942; 2; 2; 1
Zhiguley, 29; 238.6; 5; 119063; 1; 1943; 1; 1; 0
Flotskaya, 3; 116.8; 2; 194605; 0; 1
Lomonosova, 36; 152.9; 2; 188413; 0; 0
Mira, 24; 271.8; 8; 189700; 1; 1940; 4; 2; 1
Suzdalskaya, 19; 200.4; 4; 102335; 0; 0
Injenerov, 5; 240.9; 3; 120976; 0; 1
Flotskaya, 8; 63.5; 1; 268176; 0; 0
Romanova, 17; 186.6; 1; 108034; 0; 1
Lesnaya, 16; 16.1; 1; 164341; 1; 1977; 3; 2; 1
Suzdalskaya, 25; 208.2; 6; 295879; 1; 1944; 1; 2; 0
Injenerov, 33; 92.4; 1; 209496; 1; 1973; 4; 6; 1
Flotskaya, 34; 235.8; 4; 258399; 1; 2015; 1; 4; 1
Suzdalskaya, 27; 188.9; 5; 137841; 0; 0
Zhiguley, 19; 273.2; 8; 298828; 1; 2004; 1; 3; 1
Lesnaya, 31; 31.7; 1; 196394; 1; 2015; 2; 4; 0
Tverskaya, 36; 260.5; 3; 194910; 1; 1990; 1; 4; 1
Mira, 23; 97.7; 1; 257725; 0; 0
Flotskaya, 2; 253.5; 2; 241663; 0; 1
Lesnaya, 16; 220.3; 7; 172383; 0; 1
Stroiteley, 16; 162.6; 2; 136492; 1; 1940; 3; 6; 0
Romanova, 27; 22.6; 1; 226558; 1; 1952; 1; 3; 1
Mira, 5; 30.7; 1; 273758; 0; 1
Lesnaya, 19; 95.6; 2; 229370; 0; 1
Lomonosova, 13; 90.3; 1; 238378; 0; 0
Mira, 14; 171.2; 1; 203776; 0; 0
Saltykova, 6; 52.4; 1; 214831; 0; 0
Saltykova, 6; 128.9; 1; 170600; 0; 0
Druzhby, 23; 144.9; 3; 138729; 1; 1962; 3; 4; 1
Lesnaya, 5; 89.0; 1; 131881; 1; 1993; 2; 3; 0
Flotskaya, 12; 140.1; 3; 270428; 1; 1968; 4; 1; 1
Tverskaya, 23; 208.9; 2; 136541; 0; 0
Stroiteley, 3; 86.9; 1; 148332; 0; 1
Druzhby, 6; 23.4; 1; 172740; 0; 0
Saltykova, 23; 226.4; 4; 100575; 0; 0
Flotskaya, 18; 156.0; 2; 154828; 1; 1955; 3; 5; 1
Suzdalskaya, 9; 92.5; 2; 141922; 1; 1961; 2; 2; 1
Stroiteley, 16; 194.3; 2; 285283; 0; 0
Mira, 1; 227.1; 7; 73668; 0; 1
Mira, 38; 234.9; 4; 193993; 1; 2007; 2; 6; 0
Mira, 29; 180.9; 2; 247920; 1; 2016; 4; 5; 0
Lomonosova, 33; 179.3; 2; 236821; 0; 0
Druzhby, 25; 216.0; 3; 178595; 0; 0
Baumanskaya, 7; 44.7; 1; 233378; 0; 0
Mira, 38; 208.2; 6; 84585; 0; 1
Belaya, 4; 78.4; 1; 183784; 0; 1
Druzhby, 27; 106.8; 1; 114618; 1; 1963; 2; 5; 1
Flotskaya, 22; 103.8; 1; 140342; 1; 2019; 4; 1; 0
Tverskaya, 17; 57.2; 1; 180128; 0; 1
Lesnaya, 26; 144.1; 1; 288497; 0; 0
Druzhby, 35; 125.7; 1; 88844; 1; 1967; 1; 2; 1
Lesnaya, 40; 164.7; 2; 289417; 0; 1
