0, 0, 0, 0, 0
0.100000, 0.100000, 4, 9357, 0
0.100000, 0.200000, 2, 9357, 0
0.100000, 0.200000, 3, 9357, 0
0.100000, 0.500000, 2, 9357, 0
0.100000, 0.600000, 3, 9357, 0
0.100000, 0.700000, 2, 9357, 0
0.100000, 0.700000, 4, 9357, 0
0.100000, 0.800000, 4, 9357, 0
0.100000, 0.900000, 4, 9357, 0
0.100000, 1.000000, 3, 9357, 0
0.200000, 0.100000, 2, 9357, 0
0.200000, 0.100000, 4, 9357, 0
0.200000, 0.200000, 4, 9357, 0
0.200000, 0.300000, 3, 9357, 0
0.200000, 0.600000, 3, 9357, 0
0.200000, 0.700000, 2, 9357, 0
0.200000, 0.800000, 3, 9357, 0
0.200000, 0.900000, 2, 9357, 0
0.200000, 0.900000, 3, 9357, 0
0.200000, 0.900000, 4, 9357, 0
0.200000, 1.000000, 2, 9357, 0
0.200000, 1.000000, 3, 9357, 0
0.200000, 1.000000, 4, 9357, 0
0.300000, 0.100000, 2, 9357, 0
0.300000, 0.100000, 3, 9357, 0
0.300000, 0.100000, 4, 9357, 0
0.300000, 0.200000, 3, 9357, 0
0.300000, 0.200000, 4, 9357, 0
0.300000, 0.300000, 2, 9357, 0
0.300000, 0.300000, 4, 9357, 0
0.300000, 0.400000, 2, 9357, 0
0.300000, 0.400000, 3, 9357, 0
0.300000, 0.400000, 4, 9357, 0
0.300000, 0.500000, 3, 9357, 0
0.300000, 0.500000, 4, 9357, 0
0.300000, 0.600000, 4, 9357, 0
0.300000, 0.700000, 4, 9357, 0
0.300000, 0.800000, 3, 9357, 0
0.300000, 0.800000, 4, 9357, 0
0.300000, 0.900000, 3, 9357, 0
0.300000, 1.000000, 3, 9357, 0
0.300000, 1.000000, 4, 9357, 0
0.400000, 0.100000, 3, 9357, 0
0.400000, 0.200000, 3, 9357, 0
0.400000, 0.300000, 3, 9357, 0
0.400000, 0.300000, 4, 9357, 0
0.400000, 0.500000, 4, 9357, 0
0.400000, 0.700000, 2, 9357, 0
0.400000, 0.700000, 3, 9357, 0
0.400000, 0.700000, 4, 9357, 0
0.400000, 0.800000, 4, 9357, 0
0.400000, 0.900000, 4, 9357, 0
0.400000, 1.000000, 3, 9357, 0
0.500000, 0.100000, 2, 9357, 0
0.500000, 0.100000, 4, 9357, 0
0.500000, 0.200000, 2, 9357, 0
0.500000, 0.200000, 4, 9357, 0
0.500000, 0.300000, 2, 9357, 0
0.500000, 0.300000, 3, 9357, 0
0.500000, 0.300000, 4, 9357, 0
0.500000, 0.400000, 3, 9357, 0
0.500000, 0.500000, 3, 9357, 0
0.500000, 0.500000, 4, 9357, 0
0.500000, 0.700000, 4, 9357, 0
0.500000, 0.800000, 2, 9357, 0
0.500000, 0.800000, 4, 9357, 0
0.500000, 0.900000, 3, 9357, 0
0.500000, 0.900000, 4, 9357, 0
0.500000, 1.000000, 3, 9357, 0
0.500000, 1.000000, 4, 9357, 0
0.600000, 0.100000, 4, 9357, 0
0.600000, 0.200000, 4, 9357, 0
0.600000, 0.300000, 2, 9357, 0
0.600000, 0.300000, 3, 9357, 0
0.600000, 0.300000, 4, 9357, 0
0.600000, 0.400000, 2, 9357, 0
0.600000, 0.400000, 3, 9357, 0
0.600000, 0.500000, 4, 9357, 0
0.600000, 0.800000, 3, 9357, 0
0.600000, 0.900000, 2, 9357, 0
0.600000, 0.900000, 4, 9357, 0
0.600000, 1.000000, 2, 9357, 0
0.600000, 1.000000, 3, 9357, 0
0.700000, 0.100000, 2, 9357, 0
0.700000, 0.100000, 4, 9357, 0
0.700000, 0.200000, 2, 9357, 0
0.700000, 0.200000, 3, 9357, 0
0.700000, 0.300000, 2, 9357, 0
0.700000, 0.300000, 4, 9357, 0
0.700000, 0.400000, 4, 9357, 0
0.700000, 0.500000, 3, 9357, 0
0.700000, 0.600000, 3, 9357, 0
0.700000, 0.600000, 4, 9357, 0
0.700000, 0.800000, 3, 9357, 0
0.700000, 0.900000, 3, 9357, 0
0.800000, 0.100000, 2, 9357, 0
0.800000, 0.100000, 3, 9357, 0
0.800000, 0.200000, 4, 9357, 0
0.800000, 0.300000, 2, 9357, 0
0.800000, 0.300000, 4, 9357, 0
0.800000, 0.500000, 3, 9357, 0
0.800000, 0.500000, 4, 9357, 0
0.800000, 0.600000, 3, 9357, 0
0.800000, 0.700000, 3, 9357, 0
0.800000, 0.800000, 3, 9357, 0
0.800000, 0.800000, 4, 9357, 0
0.800000, 0.900000, 4, 9357, 0
0.800000, 1.000000, 3, 9357, 0
0.800000, 1.000000, 4, 9357, 0
0.900000, 0.100000, 2, 9357, 0
0.900000, 0.100000, 3, 9357, 0
0.900000, 0.200000, 2, 9357, 0
0.900000, 0.200000, 4, 9357, 0
0.900000, 0.300000, 2, 9357, 0
0.900000, 0.400000, 3, 9357, 0
0.900000, 0.400000, 4, 9357, 0
0.900000, 0.500000, 2, 9357, 0
0.900000, 0.500000, 4, 9357, 0
0.900000, 0.800000, 3, 9357, 0
0.900000, 0.800000, 4, 9357, 0
0.900000, 0.900000, 2, 9357, 0
0.900000, 0.900000, 4, 9357, 0
0.900000, 1.000000, 3, 9357, 0
0.900000, 1.000000, 4, 9357, 0
