0, 0, 0, 0, 0
0.100000, 0.100000, 2, 9357, 336
0.100000, 0.100000, 3, 9357, 1978
0.100000, 0.100000, 4, 9357, 0
0.100000, 0.200000, 2, 9357, 0
0.100000, 0.200000, 3, 9357, 0
0.100000, 0.200000, 4, 9357, 336
0.100000, 0.300000, 2, 9357, 1666
0.100000, 0.300000, 3, 9357, 336
0.100000, 0.300000, 4, 9357, 336
0.100000, 0.400000, 2, 9357, 336
0.100000, 0.400000, 3, 9357, 2210
0.100000, 0.400000, 4, 9357, 1880
0.100000, 0.500000, 2, 9357, 0
0.100000, 0.500000, 3, 9357, 1666
0.100000, 0.500000, 4, 9357, 899
0.100000, 0.600000, 2, 9357, 1666
0.100000, 0.600000, 3, 9357, 0
0.100000, 0.600000, 4, 9357, 336
0.100000, 0.700000, 2, 9357, 0
0.100000, 0.700000, 3, 9357, 1666
0.100000, 0.700000, 4, 9357, 0
0.100000, 0.800000, 2, 9357, 1666
0.100000, 0.800000, 3, 9357, 1978
0.100000, 0.800000, 4, 9357, 0
0.100000, 0.900000, 2, 9357, 1666
0.100000, 0.900000, 3, 9357, 1666
0.100000, 0.900000, 4, 9357, 0
0.100000, 1.000000, 2, 9357, 1040
0.100000, 1.000000, 3, 9357, 0
0.100000, 1.000000, 4, 9357, 899
0.200000, 0.100000, 2, 9357, 0
0.200000, 0.100000, 3, 9357, 336
0.200000, 0.100000, 4, 9357, 0
0.200000, 0.200000, 2, 9357, 4716
0.200000, 0.200000, 3, 9357, 1666
0.200000, 0.200000, 4, 9357, 0
0.200000, 0.300000, 2, 9357, 1666
0.200000, 0.300000, 3, 9357, 0
0.200000, 0.300000, 4, 9357, 899
0.200000, 0.400000, 2, 9357, 4667
0.200000, 0.400000, 3, 9357, 1913
0.200000, 0.400000, 4, 9357, 336
0.200000, 0.500000, 2, 9357, 3392
0.200000, 0.500000, 3, 9357, 2223
0.200000, 0.500000, 4, 9357, 1978
0.200000, 0.600000, 2, 9357, 1980
0.200000, 0.600000, 3, 9357, 0
0.200000, 0.600000, 4, 9357, 2417
0.200000, 0.700000, 2, 9357, 0
0.200000, 0.700000, 3, 9357, 336
0.200000, 0.700000, 4, 9357, 1666
0.200000, 0.800000, 2, 9357, 1913
0.200000, 0.800000, 3, 9357, 0
0.200000, 0.800000, 4, 9357, 336
0.200000, 0.900000, 2, 9357, 0
0.200000, 0.900000, 3, 9357, 0
0.200000, 0.900000, 4, 9357, 0
0.200000, 1.000000, 2, 9357, 0
0.200000, 1.000000, 3, 9357, 0
0.200000, 1.000000, 4, 9357, 0
0.300000, 0.100000, 2, 9357, 0
0.300000, 0.100000, 3, 9357, 0
0.300000, 0.100000, 4, 9357, 0
0.300000, 0.200000, 2, 9357, 1666
0.300000, 0.200000, 3, 9357, 0
0.300000, 0.200000, 4, 9357, 0
0.300000, 0.300000, 2, 9357, 0
0.300000, 0.300000, 3, 9357, 2992
0.300000, 0.300000, 4, 9357, 0
0.300000, 0.400000, 2, 9357, 0
0.300000, 0.400000, 3, 9357, 0
0.300000, 0.400000, 4, 9357, 0
0.300000, 0.500000, 2, 9357, 336
